file_name,Hypoxic_Mean_DO1,Hypoxic_Mean_DO,Event_Count,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_natural_2km,p_urban_2km,p_other_2km,p_crop_2km,p_wetland_2km,human_share,human_impacted,landuse_group
2268,0.49,2.51,1,34.7022325,118.4786666,5,Other,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
2269,2.416842105,0.583157895,19,34.5999124,118.1425578,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2270,2.186880952,0.813119048,42,35.651181,115.517942,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2272,2.636,0.364,5,35.80937,119.639585,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
227264,1.679462942,1.320537058,5316,-38.44973718,145.9571493,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
227270,1.483376411,1.516623589,11166,-38.43219544,145.7926083,1,Natural vegetation,2,Cropland,0.25,0,0,0.75,0,0.75,TRUE,Ag-dominated
227273,0.704827293,2.295172707,2704,-38.57365861,145.5105533,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2273,2.190736486,0.809263514,148,35.225111,116.513133,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2274,2.11998,0.88002,50,36.35474,120.524975,2,Cropland,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
2275,2.599444444,0.400555556,36,38.010543,117.686232,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2276,1.863043478,1.136956522,23,37.701315,118.126414,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2277,2.04430137,0.95569863,146,38.063661,117.792787,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2278,2.684125,0.315875,80,35.346292,116.765526,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2279,2.454066667,0.545933333,15,36.868794,118.793639,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2280,2.61,0.39,1,34.507991,118.195764,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2281,2.260076923,0.739923077,26,34.862105,116.042865,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2282,2.4126875,0.5873125,16,35.431478,116.008235,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2283,1.634466667,1.365533333,15,36.937298,119.395341,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2285,2.37855,0.62145,18,35.03919,116.951152,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2286,2.278,0.722,14,37.620396,117.327253,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2287,1.954648607,1.045351393,646,37.255764,118.854524,5,Other,5,Other,0,0,0.75,0,0.25,0,FALSE,Mixed
2288,1.943717647,1.056282353,85,37.44649,116.27445,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2290,1.792328467,1.207671533,137,34.638468,115.556362,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2291,2.51204,0.48796,25,37.025299,116.233597,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
229143,0,3,312,-37.78588056,145.02505,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
229147,2.91321875,0.08678125,32,-37.6894,145.3233194,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2292,2.024411348,0.975588652,282,35.373248,115.88739,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2293,2.144340206,0.855659794,97,36.66853,117.020359,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2294,1.814298077,1.185701923,104,37.10119,118.065234,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2296,2.347255814,0.652744186,43,36.508114,118.537078,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2297,2.788,0.212,1,37.075474,120.471352,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2299,2.790571429,0.209428571,7,22.888331,113.267097,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2301500,1.520238095,1.479761905,7,27.872248,-82.2112008,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2301635,2.607692308,0.392307692,26,27.85715556,-82.26858889,3,Urban,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
2302,2.077094708,0.922905292,718,24.858987,112.309585,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
230220,2.384186237,0.615813763,1584,-37.49078,144.73922,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
230240,2.013061249,0.986938751,11788,-37.57117842,144.7368969,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2303,2.562925926,0.437074074,54,23.665131,117.003995,3,Urban,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
2304,2.833,0.167,4,22.979087,115.832299,3,Urban,2,Cropland,0.25,0.25,0,0.5,0,0.75,TRUE,Ag-dominated
2304000,1.929624832,1.070375168,55966,28.05446224,-82.3637032,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2306,2.56916,0.43084,25,22.238874,112.720441,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2308,1.777714286,1.222285714,7,22.800286,114.92215,3,Urban,3,Urban,0.25,0.5,0,0.25,0,0.75,TRUE,Urban-dominated
2309,2.09821568,0.90178432,838,23.447464,116.554572,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2311,2.527571429,0.472428571,112,23.064736,113.512709,3,Urban,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
2313700,2.764495305,0.235504695,426,29.20413378,-82.769001,4,Wetland,1,Natural vegetation,0.75,0,0,0,0.25,0,FALSE,Natural-dominated
2314,2.588,0.412,12,23.023376,113.333231,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2315,2.461903226,0.538096774,155,22.891775,113.47333,3,Urban,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
2318,2.356546032,0.643453968,315,23.028025,113.199715,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2318500,2.727946128,0.272053872,198,30.79330556,-83.4534444,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2319,2.435,0.565,3,24.347717,113.855428,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
232242,2.204844961,0.795155039,129,-37.86192,144.1318,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2322700,2.900531915,0.099468085,94,29.95273288,-82.7859573,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2324,2.758888889,0.241111111,18,23.711524,113.217941,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2325,2.559438596,0.440561404,228,21.959607,111.675334,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2326516,2.56596644,0.43403356,28824,30.3397222,-83.9923333,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2326526,2.529906732,0.470093268,411,30.3013159,-83.9796085,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2329,2.126115385,0.873884615,728,23.015018,114.4862,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2330,2.5296,0.4704,230,22.992944,112.290777,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
233217,1.245298165,1.754701835,218,-38.16360559,144.3468922,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
2333,2.332482143,0.667517857,56,22.54716,112.97655,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2334,2.476444898,0.523555102,245,23.686789,116.887764,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2334430,2.454640963,0.545359037,817,34.15666667,-84.0784167,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2336120,2.788172043,0.211827957,31,33.83155556,-84.3427778,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2336152,1.98215658,1.01784342,694,33.81044444,-84.2479722,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2336300,2.697222222,0.302777778,3,33.82030556,-84.40763889,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2336313,2.066360947,0.933639053,845,33.82163889,-84.43863889,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2336360,2.828125,0.171875,16,33.86916667,-84.37888889,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2336526,2.339655172,0.660344828,145,33.7944722,-84.4741944,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2336728,2.820833333,0.179166667,6,33.74352778,-84.5681667,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2337170,2.078571429,0.921428571,7,33.65666667,-84.6736111,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2340,2.236353383,0.763646617,399,22.997112,112.424484,3,Urban,1,Natural vegetation,0.666666667,0,0,0.333333333,0,0.333333333,TRUE,Natural-dominated
2341,2.138402951,0.861597049,881,22.335273,113.448344,3,Urban,3,Urban,0.333333333,0.666666667,0,0,0,0.666666667,TRUE,Urban-dominated
23432415,2.306578866,0.693421134,5372,31.62219444,-85.0591667,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2344,2.115078,0.884922,25,24.487936,115.497302,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2344630,2.080518909,0.919481091,758,33.35727778,-84.5826111,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2344673,2.546740016,0.453259984,409,33.38316667,-84.5727222,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2345,2.253571838,0.746428162,2443,23.572236,116.392179,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2346,2.154,0.846,15,21.66039,109.136571,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2354,1.84,1.16,1,23.556576,110.390755,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2357,2.949,0.051,1,24.507607,108.884472,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2357150,0.766950464,2.233049536,323,30.903,-84.7495,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2358000,2.9,0.1,6,30.7010251,-84.8590871,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2359170,0.815791063,2.184208937,552,29.94937094,-85.0154686,1,Natural vegetation,4,Wetland,0,0,0,0,1,0,FALSE,Mixed
2359223,2.245913771,0.754086229,518,29.7695111,-85.0842806,4,Wetland,4,Wetland,0,0,0,0,1,0,FALSE,Mixed
2363,2.92,0.08,1,23.415838,111.174427,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2364,1,2,1,23.850452,109.516111,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2374,2.577796667,0.422203333,3,46.473199,82.814172,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2376,2.50057,0.49943,2,47.329765,87.819778,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2377,2.506013774,0.493986226,363,34.060052,120.225024,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2378,1.925093023,1.074906977,43,34.786621,116.916933,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2379,2.37337037,0.62662963,81,34.087534,120.247992,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2380,2.731142857,0.268857143,7,32.331747,119.478663,2,Cropland,3,Urban,0,0.5,0.25,0.25,0,0.75,TRUE,Urban-dominated
2382,1.724413559,1.275586441,295,34.475074,119.284184,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2383,1.89622449,1.10377551,343,34.420654,119.501679,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2384,0.43,2.57,1,31.744229,119.803875,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2385,2.482114973,0.517885027,374,33.400235,120.126341,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2386,2.009534884,0.990465116,129,34.605988,118.482669,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2387,2.090496094,0.909503906,512,33.223399,120.2997,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2388,2.0888,0.9112,5,32.061707,118.763232,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2389,2.047896552,0.952103448,87,34.661703,119.182412,3,Urban,3,Urban,0,0.5,0.25,0.25,0,0.75,TRUE,Urban-dominated
2390,2.392402299,0.607597701,87,34.305619,120.05062,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2391,1.893218824,1.106781176,425,32.083269,120.333295,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2392,1.810147482,1.189852518,556,33.798763,120.34031,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2393,2.051882353,0.948117647,221,33.051439,120.798311,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2394,2.925,0.075,2,33.191976,117.990686,2,Cropland,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
2394682,2.683333333,0.316666667,11,34.0789722,-84.8544444,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2395,1.740634615,1.259365385,156,34.1666,118.882275,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2396,2.77,0.23,1,34.6214143,118.1051302,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2399,1.925619427,1.074380573,628,33.459693,120.58843,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2400,1.882264249,1.117735751,386,32.442549,119.550954,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2401,2.176868009,0.823131991,447,33.617416,120.47589,2,Cropland,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
2402,1.796222672,1.203777328,247,34.630774,119.157303,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2403,2.119675127,0.880324873,197,34.625156,119.171402,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2405,1.74755309,1.25244691,631,34.056805,118.804565,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2406,2.326865079,0.673134921,252,31.503261,119.838119,2,Cropland,4,Wetland,0,0,0.25,0.25,0.5,0.25,FALSE,Mixed
2407,1.8985,1.1015,50,33.39845,119.609473,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2408,2.011153374,0.988846626,326,31.894245,120.602195,3,Urban,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
2409,2.2075,0.7925,2,34.67746,119.151436,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2411,2.731428571,0.268571429,7,33.282706,118.637266,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2412,2.651411765,0.348588235,17,34.954826,119.144615,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2414,1.68178178,1.31821822,472,34.211619,119.580868,3,Urban,3,Urban,0,0.5,0.25,0.25,0,0.75,TRUE,Urban-dominated
2415,1.61627381,1.38372619,252,34.668919,119.459167,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2416,1.663028112,1.336971888,249,34.50932,119.751725,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2417,1.971530945,1.028469055,614,33.184199,120.701088,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2418,1.921845118,1.078154882,297,33.626576,118.994994,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2420,2.418125683,0.581874317,183,31.380975,119.639617,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2421,1.969809783,1.030190217,184,34.398537,117.179892,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2422,1.972272189,1.027727811,507,34.067903,119.367138,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2423571,1.994796849,1.005203151,402,33.52093809,-86.7169325,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2424,2.220676471,0.779323529,34,34.786466,119.144453,3,Urban,5,Other,0,0.25,0.5,0.25,0,0.5,TRUE,Mixed
2426,2.157974843,0.842025157,159,31.909695,120.398111,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2427,2.086454545,0.913545455,33,32.238702,119.241225,3,Urban,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
2430,2.390409201,0.609590799,413,33.351703,120.043331,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2431,2.7632,0.2368,5,28.720414,115.456909,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2435,1.948952055,1.051047945,292,28.296352,117.713131,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2440,2.328359375,0.671640625,64,28.947317,117.572119,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2443,2.4826,0.5174,10,28.675696,115.909228,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2445,2.93,0.07,1,29.6051759,116.1272585,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2446,2.645666667,0.354333333,6,28.941453,117.151076,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2450,1.86216,1.13784,16,40.3405825,115.5478498,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2453,2.84231,0.15769,2,38.037057,114.468664,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2454,1.838912281,1.161087719,114,37.211118,115.350472,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2456,0.02,2.98,1,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2458,2.397,0.603,30,33.8193013,116.3484945,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2459,2.424983333,0.575016667,12,33.124041,111.460461,3,Urban,1,Natural vegetation,0.333333333,0.333333333,0,0.333333333,0,0.666666667,TRUE,Mixed
2461,2.012605634,0.987394366,71,33.68667,114.16434,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2462,2.261811765,0.738188235,17,33.8792895,115.4910372,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2463,2.63,0.37,2,35.850782,113.931199,2,Cropland,2,Cropland,0.25,0,0,0.75,0,0.75,TRUE,Ag-dominated
2464,2.248441176,0.751558824,102,30.367019,120.221154,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2468,2.244624262,0.755375738,305,29.998926,122.215702,3,Urban,3,Urban,0.25,0.5,0.25,0,0,0.5,TRUE,Urban-dominated
2469,2.235295863,0.764704137,556,30.742701,120.487901,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2470,2.288305195,0.711694805,154,30.389197,119.953649,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2471,2.297636771,0.702363229,223,30.505958,120.948967,5,Other,5,Other,0,0.25,0.5,0.25,0,0.5,TRUE,Mixed
2472,2.75,0.25,1,28.769243,118.659728,1,Natural vegetation,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
2473,2.999,0.001,1,28.687516,118.813398,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2474,2.379407895,0.620592105,152,28.322041,119.704038,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2475,1.578562842,1.421437158,183,30.27792,121.31823,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2476,2.404642857,0.595357143,70,29.506424,120.897324,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2478,2.360140449,0.639859551,178,28.212405,121.101439,1,Natural vegetation,2,Cropland,0,0,0.25,0.5,0.25,0.5,TRUE,Ag-dominated
2479,2.499015625,0.500984375,64,30.921099,120.177691,2,Cropland,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
2480,2.759222222,0.240777778,9,28.892731,118.545013,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2481,2.536273743,0.463726257,179,30.78938,121.121247,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2482,2.406315217,0.593684783,184,30.963576,120.101914,5,Other,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2483,2.577064929,0.422935071,211,30.616051,120.805238,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2484,2.227993311,0.772006689,299,28.494492,119.833412,1,Natural vegetation,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2485,0.11,2.89,1,30.8909035,120.1005112,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2486,2.580952381,0.419047619,21,28.439517,121.543023,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2487,2.645621469,0.354378531,177,30.848742,120.894048,3,Urban,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
2489,2.6085,0.3915,2,28.401886,119.538611,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2490,2.94135,0.05865,16,30.724406,120.994556,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2491,2.993,0.007,2,30.736711,120.911908,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2492,1.945131783,1.054868217,129,30.939381,120.342285,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
2496,2.30024186,0.69975814,215,29.907382,120.313331,1,Natural vegetation,3,Urban,0,0.75,0,0,0.25,0.75,TRUE,Urban-dominated
2497,0.986833333,2.013166667,6,30.030173,120.604399,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2498,2.014761194,0.985238806,536,30.003568,120.801067,3,Urban,3,Urban,0.25,0.5,0,0.25,0,0.75,TRUE,Urban-dominated
2499,2.427151515,0.572848485,165,30.8849975,120.7095199,3,Urban,2,Cropland,0,0.25,0.25,0.5,0,0.75,TRUE,Ag-dominated
2500,2.413052252,0.586947748,222,30.402274,120.545629,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2501,2.721981967,0.278018033,122,30.856484,120.914013,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2502,2.433,0.567,1,30.82326,119.780421,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2503,2.538440367,0.461559633,109,30.047365,121.093727,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2504,2.062114643,0.937885357,168,28.165644,121.061852,3,Urban,2,Cropland,0,0.25,0.25,0.5,0,0.75,TRUE,Ag-dominated
2506,2.273666667,0.726333333,3,29.622386,119.815549,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2507,2.886857143,0.113142857,21,30.301193,119.973122,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2509,2.275231952,0.724768048,579,30.505918,120.948956,5,Other,5,Other,0,0.25,0.5,0.25,0,0.5,TRUE,Mixed
2510,1.65,1.35,1,28.186588,119.602925,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2511,2.230536481,0.769463519,466,30.814378,121.102536,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2513,2.642857143,0.357142857,14,19.624334,110.717366,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
2518,2.846666667,0.153333333,3,19.882588,110.416458,5,Other,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2519,2.185601852,0.814398148,108,30.359787,115.159707,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2520,2.453906977,0.546093023,43,30.775926,113.43734,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2521,2.163666667,0.836333333,3,30.425803,115.027978,3,Urban,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
2522,2.131614286,0.868385714,70,32.059363,112.382843,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2523,2.229769231,0.770230769,26,30.1823,112.866681,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2524,2.224921086,0.775078914,939,31.664417,112.184187,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2525,1.792375182,1.207624818,685,30.164666,113.892022,2,Cropland,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
2526,2.411035714,0.588964286,28,30.278016,113.109137,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2527,1.981751518,1.018248482,1278,30.264433,113.791834,2,Cropland,2,Cropland,0.25,0,0,0.5,0.25,0.5,TRUE,Ag-dominated
2529,2.6690625,0.3309375,16,30.262804,115.423717,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2531,1.959893158,1.040106842,38,30.395714,114.092344,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2536,2.140092269,0.859907731,401,26.433311,118.623307,5,Other,1,Natural vegetation,0.75,0,0.25,0,0,0,FALSE,Natural-dominated
2542,2.689166667,0.310833333,6,26.205703,119.555245,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
