gauge_id,mean_duration,UPLAND_SKM,ORD_STRA,ele_mt_cav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,wet_pc_ug2,for_pc_use,crp_pc_use,urb_pc_use,ppd_pk_uav,rdd_mk_uav,hdi_ix_cav,DO_P25,WT_median,WT_mean,WT_p75,Q_median,Q_p25,daylength_median,daylength_p75,solar_median,solar_p75
212011,24,411.5,3,860,72,118,922,83,0,82,13,4,36.383,224,954,10.528,12.1855,13.01251389,13.767,1.6085217,1.422888637,12.04472222,14.29555556,15.24,20.14
212054,22.44444444,203.6,3,945,57,118,888,80,0,72,7,0,12.423,224,954,10.4425,7.2,7.718696827,8.31025,0.587693274,0.547364324,10.41361111,10.88701389,12.965,15.815
212244,16.29473684,59.4,2,297,42,150,1042,82,0,99,6,0,29.034,875,954,2.73575,18.9,17.05012304,22.238,0.11303037,0.07566868,13.8225,14.31138889,19.195,27.9375
212250,6.166666667,1455.3,3,529,118,122,993,88,0,88,8,1,13.919,130,954,10.456,11.788,12.32635408,12.8,4.097313166,1.703964561,10.40361111,11.18666667,10.575,13.9375
212270,23.5,4603.8,4,422,61,126,831,70,0,44,3,1,11.529,186,954,10.746,10.5,11.32438184,11.975,7.048395157,4.305619001,10.23638889,10.76263889,11.05,13.275
2122713,22.19270833,349.8,3,728,51,120,801,68,0,30,2,0,1.353,154,954,0.56,18.025,17.45295377,19.525,0.082567792,0.041225922,13.05333333,14.33847222,21.49,27.495
212378405,6.428571429,12200.6,5,95,37,140,1185,94,0,50,18,6,85.007,913,918,5.875,24.525,23.54360838,27.15,124.7267685,74.8321228,13.43777778,14.255,19.09,23.92
212880025,3.681818182,17767.4,5,76,31,145,1180,93,0,56,19,7,92.99,959,918,6.416666667,25.3,24.0110886,28.15,151.6063614,95.55935287,13.34,14.18694444,19.185,23.92
2129375,1.5,18362.5,5,61,30,145,1180,93,0,57,18,7,91.888,951,918,6.25,26.05,24.69302571,28.65,169.570755,99.34850883,13.54319444,14.29284722,19.66,23.8825
2135000,4,7114.8,5,7,4,163,1204,90,43,21,30,1,42.177,472,865,5.7,19.725,19.23420571,25.975,55.12322426,32.90733242,12.17222222,13.66506944,16.42,22.24
2138520,6,1024.8,4,359,106,122,1357,116,0,97,3,1,29.659,453,918,6.8,15.7,15.68851784,18.6,4.246775389,1.909547776,13.14861111,14.15597222,19.12,23.9775
214244102,1,3819.5,5,278,72,132,1301,107,0,82,7,4,73.348,855,918,6.325,22.375,21.68161492,25.8,63.29099274,32.83502197,13.31361111,14.21888889,19.51,24.32
2147310,3.172413793,9880.4,5,141,40,144,1234,98,0,61,10,17,185.44,1890,865,6.35,24.5,23.22243033,28.25,117.1026688,72.47640228,12.86583333,13.96083333,18.78,23.58
215207,24,4641,4,479,54,123,864,75,0,66,1,0,1.148,138,954,10.64,9.931,9.656528013,11.9,7.218784571,3.565139353,10.27013889,10.92055556,11.265,13.885
2152131,21.25,295.3,2,326,84,134,1054,91,0,92,0,0,7.845,135,954,10.598,13.088,13.44787942,14.90225,0.570715964,0.20355849,11.28277778,12.21861111,13.65,18.78
215233,16.91176471,60.9,1,596,67,135,1545,139,0,91,1,0,7.021,304,954,1.9705,19.144,19.16639867,20.863,0.044059232,0.019717197,13.56097222,14.12125,21.295,25.3975
2171645,2.866666667,36,1,22,6,175,1254,90,45,47,9,0,61.969,164,865,7.15,21.3,20.90713525,28.25,0.13440448,0.007384623,12.22194444,13.65791667,16.835,22.635
2172002,2.548387097,420.2,3,13,3,177,1255,91,16,32,5,2,36.092,443,865,6.35,20.975,20.42700433,27.1,2.890949368,2.057748616,12.20402778,13.75361111,17.29,23.1425
2264000,19.3815621,48,1,32,6,222,1217,79,38,60,3,38,168.82,1596,892,2.3,22.15,21.64884192,25.475,0.338529468,0.113581667,11.91277778,13.225625,17.07,21.315
2264100,14.81670282,48,1,32,6,222,1217,79,38,60,3,38,168.82,1596,892,4.3,24.9,24.10918336,28.275,0.300131112,0.08390332,12.13888889,13.33555556,17.565,21.87
2266200,23.08007968,156.9,2,36,7,220,1251,82,37,4,13,14,133.954,947,892,1.1,23.0875,22.37616285,26.4,0.190199338,0.052717731,12.05305556,13.30625,17.29,21.5725
2266291,18.80898876,35.7,1,36,6,220,1246,82,37,0,14,23,249.013,864,892,1.275,25.1,23.99515029,27.775,0.15872886,0.101117993,10.88888889,11.57298611,14.28,16.7775
229147,8,2159.1,4,130,100,122,1346,128,0,96,2,3,42.286,548,952,3.37775,14.2,14.57708333,17.9,11.60544062,3.134061992,11.95833333,12.76125,15.305,18.8575
2313700,4,1198.3,4,8,1,205,1316,84,31,61,11,0,12.856,208,892,4.7,23.6,22.57214992,26.3,17.22448826,8.083804131,11.75402778,13.11319444,16.565,21.25
