file_name,n_events,start_median_shift,end_median_shift,start_median_hour,end_median_hour,start_median_time,end_median_time,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_natural_2km,p_urban_2km,p_other_2km,p_crop_2km,p_wetland_2km,human_share,human_impacted,landuse_group
2576,7,20,28,20,4,20:00:00,04:00:00,41.835441,123.42944,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2577,35,28,28,4,4,04:00:00,04:00:00,41.433116,122.753617,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2580,1,28,16,4,16,04:00:00,16:00:00,48.258915,134.6728087,4,Wetland,5,Other,0,0,1,0,0,0,FALSE,Mixed
2583,7,24,32,0,8,00:00:00,08:00:00,46.003555,126.646118,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2584,2,22,16,22,16,22:00:00,16:00:00,53.480873,122.3556112,3,Urban,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2586,118,20,20,20,20,20:00:00,20:00:00,31.392691,121.522058,5,Other,5,Other,0,0.3333333333333333,0.6666666666666666,0,0,0.3333333333333333,TRUE,Mixed
2587,16,28,16,4,16,04:00:00,16:00:00,30.924535,121.571838,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2588,1,12,12,12,12,12:00:00,12:00:00,31.032082,120.872697,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2589,69,20,20,20,20,20:00:00,20:00:00,31.241434,121.476553,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2591,314,28,32,4,8,04:00:00,08:00:00,24.946646,102.706839,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
2592,1,20,20,20,20,20:00:00,20:00:00,27.17941,99.151708,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2593,8,28,30,4,6,04:00:00,06:00:00,24.195343,103.108814,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2595,3,32,32,8,8,08:00:00,08:00:00,26.341758,103.264753,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2596,8,24,18,0,18,00:00:00,18:00:00,27.188602,100.904089,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2601,28,16,16,16,16,16:00:00,16:00:00,26.861431,100.220307,3,Urban,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
2604,4,20,28,20,4,20:00:00,04:00:00,25.568941,100.178267,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2605,37,28,28,4,4,04:00:00,04:00:00,24.200715,102.4234,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2607,230,28,32,4,8,04:00:00,08:00:00,24.824166,102.7676,3,Urban,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
2608,49,28,20,4,20,04:00:00,20:00:00,25.59304,100.221316,3,Urban,1,Natural vegetation,0.5,0.25,0.25,0,0,0.25,FALSE,Natural-dominated
2609,3,16,12,16,12,16:00:00,12:00:00,27.795905,99.813832,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2613,156,28,28,4,4,04:00:00,04:00:00,24.924339,102.725061,5,Other,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2614,24,28,28,4,4,04:00:00,04:00:00,25.220989,102.505553,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2616,1,16,16,16,16,16:00:00,16:00:00,23.262287,99.676621,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2617,104,28,32,4,8,04:00:00,08:00:00,25.337579,103.233232,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2618,5,28,32,4,8,04:00:00,08:00:00,28.598761,103.971257,3,Urban,1,Natural vegetation,0.5,0,0.25,0,0.25,0,FALSE,Natural-dominated
2624,12,28,32,4,8,04:00:00,08:00:00,26.743353,103.505731,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2626,26,20,20,20,20,20:00:00,20:00:00,24.992944,102.654327,3,Urban,3,Urban,0,0.5,0,0,0.5,0.5,TRUE,Urban-dominated
2630,1,32.5,12.5,8.5,12.5,08:30:00,12:30:00,24.111735,102.75097,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2632,123,28,28,4,4,04:00:00,04:00:00,24.155922,102.446686,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2634,275,28,32,4,8,04:00:00,08:00:00,26.943372,100.620865,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2636,2,28,30,4,6,04:00:00,06:00:00,25.717534,100.238235,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2642,30,28,28,4,4,04:00:00,04:00:00,25.041489,102.748474,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2643,1,32,32,8,8,08:00:00,08:00:00,25.211904,102.47833,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2645,20,24,28,0,4,00:00:00,04:00:00,24.448543,103.436917,2,Cropland,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2646,12,18,28,18,4,18:00:00,04:00:00,26.890883,100.219753,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2647,1,12,12,12,12,12:00:00,12:00:00,24.85047,101.999503,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2648,35,28,16,4,16,04:00:00,16:00:00,25.019045,102.682976,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2649,14,28,28,4,4,04:00:00,04:00:00,24.666808,98.233033,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2650,1,20,20,20,20,20:00:00,20:00:00,25.771733,103.920583,5,Other,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2651,11,28,28,4,4,04:00:00,04:00:00,26.588653,100.188942,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2652,38,20,20,20,20,20:00:00,20:00:00,23.255495,104.487444,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2653,20,28,32,4,8,04:00:00,08:00:00,23.018383,103.344087,3,Urban,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2655,92,28,32,4,8,04:00:00,08:00:00,25.029147,102.678433,3,Urban,3,Urban,0,0.75,0,0,0.25,0.75,TRUE,Urban-dominated
2658,22,20,12,20,12,20:00:00,12:00:00,23.900462,106.15664,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2660,8,14,16,14,16,14:00:00,16:00:00,27.559972,99.035696,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2661,34,28,32,4,8,04:00:00,08:00:00,24.876459,102.477035,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2665,3,28,32,4,8,04:00:00,08:00:00,24.396192,98.518682,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2669,30,28,30,4,6,04:00:00,06:00:00,25.090788,103.134416,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2670,6,16,16,16,16,16:00:00,16:00:00,26.93877,100.061806,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2673,2,30,32,6,8,06:00:00,08:00:00,40.819102,111.664859,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2681,21,28,32,4,8,04:00:00,08:00:00,39.673915,116.526519,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2685,15,20,20,20,20,20:00:00,20:00:00,39.834406,116.425261,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2687,60,28,32,4,8,04:00:00,08:00:00,39.735711,116.903395,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2688,1,32,32,8,8,08:00:00,08:00:00,39.899404,116.44061,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2689,1,12,12,12,12,12:00:00,12:00:00,40.309662,116.592811,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2690,17,28,28,4,4,04:00:00,04:00:00,39.907408,116.618333,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2691,16,20,20,20,20,20:00:00,20:00:00,39.7572,116.03895,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2692,96,28,32,4,8,04:00:00,08:00:00,40.026901,116.349049,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2693,5,28,32,4,8,04:00:00,08:00:00,39.941767,116.32528,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2694,54,28,20,4,20,04:00:00,20:00:00,40.412399,116.305631,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2695,94,28,32,4,8,04:00:00,08:00:00,39.654948,116.574886,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2696,50,28,28,4,4,04:00:00,04:00:00,39.977668,116.365688,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2697,1,28,28,4,4,04:00:00,04:00:00,40.430962,115.959848,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2699,7,28,26,4,2,04:00:00,02:00:00,39.956847,116.39537,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2701,2,28,28,4,4,04:00:00,04:00:00,41.722564,125.941497,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2702,5,16,28,16,4,16:00:00,04:00:00,44.682265,123.168748,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2704,2,20,NA,20,NA,20:00:00,NA,44.598827,125.944944,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2705,32,28,20,4,20,04:00:00,20:00:00,44.758751,125.680294,2,Cropland,2,Cropland,0,0,0,0.75,0.25,0.75,TRUE,Ag-dominated
2707,13,16,28,16,4,16:00:00,04:00:00,43.252547,124.374963,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2709,2,18,18,18,18,18:00:00,18:00:00,43.667467,126.657307,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2714,2,16,22,16,22,16:00:00,22:00:00,44.42767,126.363826,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2716,10,28,20,4,20,04:00:00,20:00:00,45.704479,124.033104,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2717,2,26,26,2,2,02:00:00,02:00:00,43.342228,125.288981,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2722,10,16,24,16,0,16:00:00,00:00:00,44.835289,126.530466,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2723,12,28,32,4,8,04:00:00,08:00:00,41.470043,126.137606,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2726,1,12,NA,12,NA,12:00:00,NA,43.829095,126.56626,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2727,64,20,20,20,20,20:00:00,20:00:00,43.896536,125.32599,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2728,1,28,12,4,12,04:00:00,12:00:00,44.348903,126.741232,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2734,2,28,30,4,6,04:00:00,06:00:00,43.651058,125.886685,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2736,1,32,32,8,8,08:00:00,08:00:00,30.913256,104.394305,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2738,1,28,28,4,4,04:00:00,04:00:00,31.938295,106.016657,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2741,2,16,16,16,16,16:00:00,16:00:00,29.106833,105.649307,2,Cropland,2,Cropland,0.25,0,0,0.75,0,0.75,TRUE,Ag-dominated
2742,1,32,12,8,12,08:00:00,12:00:00,32.386776,105.739457,1,Natural vegetation,2,Cropland,0.25,0.25,0,0.5,0,0.75,TRUE,Ag-dominated
2743,1,16,16,16,16,16:00:00,16:00:00,28.46181,105.617896,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2744,14,20,20,20,20,20:00:00,20:00:00,31.09342,102.864996,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2745,8,20,20,20,20,20:00:00,20:00:00,30.057141,101.077814,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2747,2,30,30,6,6,06:00:00,06:00:00,30.499615,104.035727,3,Urban,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
2750,37,28,32,4,8,04:00:00,08:00:00,31.141915,102.423009,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2753,7,16,16,16,16,16:00:00,16:00:00,30.899389,103.960365,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2756,15,28,12,4,12,04:00:00,12:00:00,27.965618,102.131198,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2757,17,26.25,20,2.25,20,02:15:00,20:00:00,30.45568,104.003892,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2760,1,12,12,12,12,12:00:00,12:00:00,30.651651,104.075931,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2761,4,20,16,20,16,20:00:00,16:00:00,31.31484,104.400543,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2766,1,12,12,12,12,12:00:00,12:00:00,30.381788,103.869644,2,Cropland,2,Cropland,0.25,0.25,0,0.5,0,0.75,TRUE,Ag-dominated
2768,21,28,32,4,8,04:00:00,08:00:00,27.888273,102.251128,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2770,4,28,32,4,8,04:00:00,08:00:00,31.376229,104.896536,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2772,5,20,20,20,20,20:00:00,20:00:00,31.676821,107.62806,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2783,1,28,16,4,16,04:00:00,16:00:00,31.286621,105.271433,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2786,4,20,24,20,0,20:00:00,00:00:00,28.887274,105.401685,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2789,1,32,12,8,12,08:00:00,12:00:00,28.898659,104.95491,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2791,39,28,32,4,8,04:00:00,08:00:00,31.028382,106.619841,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2793,2,30,30,6,6,06:00:00,06:00:00,29.891922,104.636796,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2794,1,32,32,8,8,08:00:00,08:00:00,31.040764,106.862146,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
2795,1,12,12,12,12,12:00:00,12:00:00,31.065617,105.190887,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2799,11,30,32,6,8,06:00:00,08:00:00,31.535904,104.372125,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2801,4,22,32,22,8,22:00:00,08:00:00,29.401596,103.827306,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2803,9,28,16,4,16,04:00:00,16:00:00,32.389563,105.781436,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2805,3,12,16,12,16,12:00:00,16:00:00,32.189997,105.415702,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2806,9,28,16,4,16,04:00:00,16:00:00,31.018642,104.859137,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2807,5,28,32,4,8,04:00:00,08:00:00,30.558761,105.511944,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2808,47,28,16,4,16,04:00:00,16:00:00,30.321626,105.340003,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2817,1,16,16,16,16,16:00:00,16:00:00,26.5972815,101.5065686,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2819,22,20,32,20,8,20:00:00,08:00:00,40.030984,117.613633,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2820,9,28,24,4,0,04:00:00,00:00:00,40.040942,117.498843,5,Other,5,Other,0,0.25,0.5,0,0.25,0.25,FALSE,Mixed
2821,95,28,32,4,8,04:00:00,08:00:00,39.150547,117.160843,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2822,16,28,32,4,8,04:00:00,08:00:00,38.763512,117.565847,4,Wetland,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
2823,51,28,32,4,8,04:00:00,08:00:00,39.177685,117.178687,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2825,15,32,30,8,6,08:00:00,06:00:00,38.075104,114.295174,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2826,102,20,20,20,20,20:00:00,20:00:00,39.057732,117.656499,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2827,47,28,32,4,8,04:00:00,08:00:00,39.162712,117.172691,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2828,9,20,28,20,4,20:00:00,04:00:00,39.399788,117.364817,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2830,2,32,32,8,8,08:00:00,08:00:00,40.037261,117.444056,5,Other,3,Urban,0,0.75,0,0,0.25,0.75,TRUE,Urban-dominated
2831,39,28,28,4,4,04:00:00,04:00:00,38.575858,117.311264,4,Wetland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2832,50,20,28,20,4,20:00:00,04:00:00,39.099467,117.236295,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2833,61,28,28,4,4,04:00:00,04:00:00,39.047531,117.345251,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2834,32,20,28,20,4,20:00:00,04:00:00,39.880008,117.401466,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2835,37,28,32,4,8,04:00:00,08:00:00,38.689473,117.107112,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2836,36,20,28,20,4,20:00:00,04:00:00,38.987431,117.719872,5,Other,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2837,49,28,28,4,4,04:00:00,04:00:00,39.084158,117.200983,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2838,2,22,24,22,0,22:00:00,00:00:00,40.135123,117.975537,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2840,1,16,NA,16,NA,16:00:00,NA,38.813644,106.67004,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2843,6,28,32,4,8,04:00:00,08:00:00,35.834736,106.8165,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2844,1,20,20,20,20,20:00:00,20:00:00,37.481685,105.563539,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2845,2,12,32,12,8,12:00:00,08:00:00,38.44729,106.29814,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2850,57,28,28,4,4,04:00:00,04:00:00,31.502262,117.258837,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2851,59,28,28,4,4,04:00:00,04:00:00,30.758719,118.686325,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2852,28,20,30,20,6,20:00:00,06:00:00,31.577988,117.87603,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2853,29,28,32,4,8,04:00:00,08:00:00,31.95972,117.499594,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2855,35,28,32,4,8,04:00:00,08:00:00,33.51521,116.943445,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2856,5,30,32,6,8,06:00:00,08:00:00,30.20963,116.914531,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
2857,4,30,24,6,0,06:00:00,00:00:00,32.388833,116.429457,2,Cropland,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
2859,16,32,28,8,4,08:00:00,04:00:00,32.199777,118.417907,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2861,3,24,32,0,8,00:00:00,08:00:00,33.127823,117.879486,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2862,24,28,32,4,8,04:00:00,08:00:00,32.605506,116.764262,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2864,31,28,24,4,0,04:00:00,00:00:00,30.584347,117.078305,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2865,104,28,20,4,20,04:00:00,20:00:00,33.262629,117.804218,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2866,113,28,32,4,8,04:00:00,08:00:00,33.85356,117.280926,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2867,56,28,28,4,4,04:00:00,04:00:00,33.138513,116.19039,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2868,1,28,32,4,8,04:00:00,08:00:00,31.016411,118.952277,2,Cropland,2,Cropland,0.25,0,0,0.5,0.25,0.5,TRUE,Ag-dominated
2869,14,20,32,20,8,20:00:00,08:00:00,31.410873,116.91384,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2870,17,30,32,6,8,06:00:00,08:00:00,30.128011,116.618304,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2872,63,28,16,4,16,04:00:00,16:00:00,31.76996,118.355088,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2873,47,28,28,4,4,04:00:00,04:00:00,31.861184,117.284922,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2875,1,12,12,12,12,12:00:00,12:00:00,31.095417,116.90207,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2876,43,18,20,18,20,18:00:00,20:00:00,30.024119,116.34803,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2877,6,28,26,4,2,04:00:00,02:00:00,32.373979,116.498832,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2878,57,20,28,20,4,20:00:00,04:00:00,32.704886,119.026529,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2880,1,16,16,16,16,16:00:00,16:00:00,31.549437,118.479184,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2882,8,32,32,8,8,08:00:00,08:00:00,33.4530255,117.8850083,1,Natural vegetation,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2883,52,28,28,4,4,04:00:00,04:00:00,33.34421,116.426383,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2884,52,20,28,20,4,20:00:00,04:00:00,32.350232,116.273076,3,Urban,2,Cropland,0,0.25,0.25,0.5,0,0.75,TRUE,Ag-dominated
2885,66,28,28,4,4,04:00:00,04:00:00,33.840665,115.791037,3,Urban,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
2886,42,28,28,4,4,04:00:00,04:00:00,31.15702,117.439766,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
2888,3,22,14,22,14,22:00:00,14:00:00,31.484455,118.492964,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2889,64,28,32,4,8,04:00:00,08:00:00,31.714434,118.319357,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2890,2,22,22,22,22,22:00:00,22:00:00,32.271894,116.220503,2,Cropland,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
2891,9,18,20,18,20,18:00:00,20:00:00,32.775789,117.103527,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2893,3,24,32,0,8,00:00:00,08:00:00,31.98873,117.087304,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2894,8,28,28,4,4,04:00:00,04:00:00,29.961077,118.504612,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2895,120,20,28,20,4,20:00:00,04:00:00,31.683019,117.471625,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2896,80,28,32,4,8,04:00:00,08:00:00,30.771958,117.410646,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2897,27,32,32,8,8,08:00:00,08:00:00,31.769141,117.754946,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2899,6,28,32,4,8,04:00:00,08:00:00,30.27099,116.669977,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2900,8,16,20,16,20,16:00:00,20:00:00,31.618256,117.2443,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2901,13,26,12,2,12,02:00:00,12:00:00,30.593188,114.273591,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
2902,4,20,26,20,2,20:00:00,02:00:00,31.332876,117.096014,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2903,1,28,16,4,16,04:00:00,16:00:00,30.691628,118.98031,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
29033,3,30,32,6,8,06:00:00,08:00:00,54.38959,-1.655021,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2904,48,20,20,20,20,20:00:00,20:00:00,32.502665,116.521698,5,Other,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
29040,4,15,18,15,18,15:00:00,18:00:00,53.81909,-0.9290913,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
29041,61,26,27,2,3,02:00:00,03:00:00,53.72318,-1.192203,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
