file_name,total_days,days_with_DO_below_3,n_events,days_11am_DO_below_3,per,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_urban_2km,p_crop_2km,p_other_2km,p_wetland_2km,p_natural_2km,human_share,human_impacted,landuse_group
3261,755,25,3.311258278,9,64,37.905393,116.131193,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3262,701,22,3.138373752,18,18.18181818,41.673671,117.821479,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
3263,791,10,1.264222503,3,70,38.477117,117.542157,2,Cropland,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
3264,505,7,1.386138614,3,57.14285714,37.865007,115.813964,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3268,622,49,7.877813505,14,71.42857143,39.44595,116.73027,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3269,168,6,3.571428571,2,66.66666667,39.44595,116.73027,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3270,732,108,14.75409836,59,45.37037037,40.963671,118.664147,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3272,813,65,7.995079951,44,32.30769231,38.866844,115.818382,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3273,776,24,3.092783505,17,29.16666667,38.041596,115.982251,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3274,684,1,0.14619883,0,100,36.29222,114.171204,5,Other,2,Cropland,0,0.75,0.25,0,0,0.75,TRUE,Ag-dominated
3276,719,1,0.139082058,0,100,38.269558,114.17444,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3277,811,11,1.356350185,2,81.81818182,39.802411,119.450936,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3278,689,14,2.031930334,2,85.71428571,36.766382,114.95768,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3280,806,78,9.677419355,34,56.41025641,38.379485,115.117539,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3281,792,2,0.252525253,0,100,39.615082,118.20546,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3282,781,9,1.152368758,3,66.66666667,39.906055,119.576813,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3283,621,11,1.771336554,1,90.90909091,39.776323,119.421414,5,Other,3,Urban,0.5,0,0.5,0,0,0.5,TRUE,Urban-dominated
3284,780,74,9.487179487,43,41.89189189,39.227626,118.04918,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3284533,237,36,15.18987342,2,94.44444444,37.9383333,-84.4786111,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3285,722,1,0.138504155,0,100,40.349608,115.373872,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3286,809,6,0.741656366,1,83.33333333,39.750631,118.773574,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3287,481,28,5.821205821,11,60.71428571,38.962979,115.991458,5,Other,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3287590,489,100,20.44989775,57,43,38.04006944,-84.4111111,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3288,294,49,16.66666667,39,20.40816327,39.743079,116.931147,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3289193,942,5,0.530785563,1,80,38.06674334,-84.5543852,3,Urban,3,Urban,0.5,0.25,0,0,0.25,0.75,TRUE,Urban-dominated
3289200,379,5,1.319261214,0,100,38.103687,-84.5879977,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3290500,2031,4,0.196947317,3,25,38.43895654,-84.9632844,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3291,401,68,16.95760599,3,95.58823529,40.762463,114.879227,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3292,671,49,7.302533532,27,44.89795918,38.87054,115.76742,2,Cropland,2,Cropland,0.333333333,0.666666667,0,0,0,1,TRUE,Ag-dominated
3292470,3817,3,0.078595756,2,33.33333333,38.36117864,-85.57459969,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3292474,3360,61,1.81547619,13,78.68852459,38.2759036,-85.606072,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3292475,3852,10,0.2596054,0,100,38.3034027,-85.62801689,1,Natural vegetation,3,Urban,0.5,0,0.25,0,0.25,0.5,TRUE,Urban-dominated
3292480,3400,4,0.117647059,1,75,38.3127635,-85.6261558,1,Natural vegetation,3,Urban,0.5,0,0.25,0,0.25,0.5,TRUE,Urban-dominated
3292500,3248,222,6.834975369,82,63.06306306,38.2114592,-85.7024613,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3293,722,39,5.40166205,14,64.1025641,37.518685,115.075585,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3293000,4347,30,0.690131125,1,96.66666667,38.237293,-85.6646834,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3293500,3474,566,16.29245826,164,71.02473498,38.25034895,-85.7166287,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3293510,2641,539,20.40893601,370,31.35435993,38.26590398,-85.7207955,3,Urban,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
3293530,3730,22,0.589812332,4,81.81818182,38.27645917,-85.693573,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
3293532,1162,75,6.454388985,18,76,38.2603486,-85.7182954,3,Urban,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
3294,574,17,2.961672474,6,64.70588235,38.823736,116.024029,4,Wetland,2,Cropland,0,0.333333333,0.333333333,0.333333333,0,0.333333333,TRUE,Mixed
3294570,2346,82,3.495311168,35,57.31707317,38.07812588,-85.8899635,1,Natural vegetation,3,Urban,0.5,0,0.25,0,0.25,0.5,TRUE,Urban-dominated
3295,722,48,6.648199446,8,83.33333333,39.678461,119.223129,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3296,708,10,1.412429379,2,80,33.877112,113.779832,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3297,719,8,1.112656467,0,100,33.93393,113.949926,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3297800,3771,39,1.034208433,7,82.05128205,37.9911111,-85.6411111,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3297900,2758,67,2.429296592,17,74.62686567,38.28534776,-85.4674592,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3298,624,236,37.82051282,213,9.745762712,32.089061,114.105024,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3298000,3813,1,0.026226069,1,0,38.18840166,-85.460235,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3298135,3372,49,1.453143535,2,95.91836735,38.19479109,-85.557181,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3298150,3848,6,0.155925156,0,100,38.16006729,-85.5421797,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
3298200,3064,18,0.587467363,1,94.44444444,38.08534216,-85.5549556,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3298250,3523,36,1.021856372,6,83.33333333,38.0792321,-85.6160683,1,Natural vegetation,1,Natural vegetation,0.333333333,0,0,0,0.666666667,0.333333333,TRUE,Natural-dominated
3298300,3262,259,7.939914163,114,55.98455598,38.08756629,-85.642458,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3299,727,1,0.137551582,0,100,35.222893,113.457855,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3300,649,12,1.848998459,5,58.33333333,34.765515,113.753602,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3301940,3663,263,7.17990718,39,85.17110266,38.1503466,-85.6935714,3,Urban,3,Urban,0.75,0,0,0,0.25,0.75,TRUE,Urban-dominated
3302,657,9,1.369863014,6,33.33333333,36.108471,115.06861,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3302000,2969,56,1.886156955,36,35.71428571,38.1197916,-85.7957955,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3302030,3719,79,2.124226943,24,69.62025316,38.05423677,-85.8716296,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
3302050,3705,279,7.530364372,126,54.83870968,38.04693096,-85.8572681,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3302058,575,2,0.347826087,1,50,37.9922222,-85.9220556,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3303,623,166,26.64526485,79,52.40963855,32.673099,112.812864,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3304,388,3,0.773195876,2,33.33333333,34.571616,111.478756,1,Natural vegetation,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
3306,731,20,2.735978112,6,70,33.503413,114.574433,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3307,791,13,1.643489254,5,61.53846154,32.081175,115.421399,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3310,775,13,1.677419355,6,53.84615385,35.134576,114.605094,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3311,696,18,2.586206897,9,50,34.765515,113.753602,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3313,782,1,0.127877238,1,0,36.07964,114.135423,1,Natural vegetation,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
3314,528,27,5.113636364,11,59.25925926,32.251659,113.979279,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3315,757,93,12.28533686,31,66.66666667,32.780629,114.868435,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3316,634,4,0.630914826,2,50,32.7135129,115.0622929,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3317,771,3,0.389105058,1,66.66666667,34.323191,113.778832,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3319,424,10,2.358490566,0,100,34.060856,112.972621,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3320,776,101,13.01546392,26,74.25742574,32.977274,113.588091,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3321,351,13,3.703703704,1,92.30769231,32.895127,114.406066,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3321500,3810,33,0.866141732,14,57.57575758,37.8583774,-87.4097294,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3322,762,120,15.7480315,69,42.5,32.128443,115.051424,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3323,761,65,8.541392904,44,32.30769231,35.590216,114.907187,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3326,711,2,0.281293952,0,100,33.722364,113.250862,3,Urban,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
3327,667,13,1.949025487,9,30.76923077,34.765515,113.753602,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3328,657,3,0.456621005,0,100,33.27192,113.548952,5,Other,1,Natural vegetation,0.25,0.25,0,0,0.5,0.5,TRUE,Natural-dominated
3330,740,2,0.27027027,0,100,32.167866,114.660307,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3332,734,60,8.174386921,18,70,33.203367,115.151458,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3333,788,1,0.126903553,0,100,33.606101,113.763482,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3334,766,60,7.832898172,14,76.66666667,34.765515,113.753602,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3335,619,4,0.646203554,3,25,32.635434,113.938979,5,Other,2,Cropland,0,0.5,0.25,0,0.25,0.5,TRUE,Ag-dominated
3336,719,7,0.973574409,2,71.42857143,33.894563,114.636783,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3337,655,23,3.511450382,10,56.52173913,33.404611,113.899043,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3338,539,340,63.07977737,291,14.41176471,34.878877,112.497597,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3339,711,4,0.562587904,1,75,34.357765,114.467138,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3340,729,35,4.801097394,17,51.42857143,33.823184,114.243256,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3341,723,23,3.181189488,1,95.65217391,32.272325,114.035868,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3342,706,1,0.141643059,0,100,33.308204,113.525593,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3345,767,22,2.868318123,12,45.45454545,28.467694,119.416539,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3347,786,76,9.669211196,20,73.68421053,29.302339,120.08912,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3348,782,133,17.00767263,99,25.56390977,30.147737,120.407333,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3350,680,157,23.08823529,103,34.39490446,30.267446,120.152791,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3353415,2286,156,6.824146982,78,50,39.88577778,-86.3554444,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3353420,3066,310,10.11089367,96,69.03225806,39.8725833,-86.3615278,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3355,793,30,3.783102144,10,66.66666667,29.266018,120.051391,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3358,691,60,8.683068017,38,36.66666667,30.442504,120.070573,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3363,755,9,1.19205298,5,44.44444444,30.225321,120.726949,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3368,797,2,0.250941029,0,100,31.123297,119.902583,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3369,347,1,0.288184438,1,0,28.670578,121.323929,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3370,791,24,3.034134008,8,66.66666667,30.25332,119.866868,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3371,838,8,0.954653938,2,75,28.276705,121.68638,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3375,745,3,0.402684564,0,100,29.071266,119.671617,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3376,784,15,1.913265306,6,60,29.772181,120.238368,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3377,789,85,10.77313054,40,52.94117647,29.90894,121.532765,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3378,711,4,0.562587904,1,75,28.363673,120.690527,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3378500,1948,2,0.102669405,0,100,38.130879,-87.941419,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
3379,808,34,4.207920792,4,88.23529412,28.401983,121.313909,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3381,675,146,21.62962963,103,29.45205479,30.788164,121.287508,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3383,794,110,13.85390428,1,99.09090909,29.44436,119.931804,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
3384,718,1,0.139275766,0,100,28.691077,121.480529,5,Other,1,Natural vegetation,0.25,0.25,0.25,0,0.25,0.5,TRUE,Mixed
3385,648,1,0.154320988,1,0,28.722889,119.366656,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3386,733,83,11.32332879,12,85.54216867,28.440311,119.522168,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3387,825,2,0.242424242,1,50,29.200956,119.492445,2,Cropland,3,Urban,0.75,0,0,0,0.25,0.75,TRUE,Urban-dominated
3389,768,43,5.598958333,16,62.79069767,28.498534,121.612773,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3390,639,1,0.156494523,1,0,29.432919,120.991562,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3392,835,43,5.149700599,28,34.88372093,30.012424,122.099384,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3393,797,3,0.376411543,0,100,28.401295,119.958275,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3395,772,32,4.14507772,8,75,18.309346,109.296015,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
3397,754,111,14.72148541,15,86.48648649,18.435633,108.88035,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3399,803,1,0.124533001,0,100,20.03468,110.341344,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3400800,1580,11,0.696202532,3,72.72727273,36.75230974,-83.2574012,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3401,785,1,0.127388535,1,0,19.23792,108.90976,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3402,786,8,1.017811705,0,100,18.868383,110.446856,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3403,807,309,38.28996283,176,43.0420712,18.771022,110.361185,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3405,774,4,0.516795866,3,25,18.899736,110.478603,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3406,779,34,4.364569961,11,67.64705882,19.641482,110.90946,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
3407,757,87,11.49273448,10,88.50574713,18.517517,110.0638,1,Natural vegetation,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
3409,797,15,1.882057716,5,66.66666667,18.365332,109.16614,3,Urban,3,Urban,0.666666667,0.333333333,0,0,0,1,TRUE,Urban-dominated
3411,737,241,32.70013569,79,67.21991701,19.619,110.753577,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3413,772,77,9.974093264,12,84.41558442,20.001319,110.372868,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3414,750,2,0.266666667,0,100,18.272081,109.575045,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3414000,1119,10,0.893655049,0,100,36.88395484,-85.1394008,1,Natural vegetation,1,Natural vegetation,0,0,0.25,0,0.75,0,FALSE,Natural-dominated
3414002,954,2,0.209643606,0,100,36.88405556,-85.12963889,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3415,772,46,5.958549223,2,95.65217391,18.299466,109.537206,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
3416,768,28,3.645833333,5,82.14285714,19.107418,110.517393,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
3417,774,9,1.162790698,1,88.88888889,18.584272,109.899226,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3417500,2770,1,0.036101083,1,0,36.5542507,-85.5143938,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3418420,2127,12,0.564174894,0,100,36.2867558,-85.94079609,1,Natural vegetation,5,Other,0.25,0,0.5,0,0.25,0.25,FALSE,Mixed
3420,694,11,1.585014409,0,100,19.146787,110.324964,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3429,597,13,2.177554439,5,61.53846154,30.932298,114.664435,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3430,787,4,0.508259212,4,0,32.479431,111.08413,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3430200,5651,111,1.964254114,15,86.48648649,36.1864446,-86.6327739,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3431083,5948,10,0.168123739,2,80,36.16394545,-86.699164,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3431514,5596,8,0.142959257,0,100,36.1889717,-86.8283959,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3432,554,5,0.902527076,4,20,31.850714,113.318907,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
343233905,3255,1,0.030721966,0,100,35.89984185,-86.8428894,1,Natural vegetation,3,Urban,0.5,0.25,0,0,0.25,0.75,TRUE,Urban-dominated
3434,740,8,1.081081081,0,100,29.980468,113.915926,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3436,732,21,2.868852459,4,80.95238095,30.607998,114.739996,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3438,527,18,3.415559772,6,66.66666667,29.77652,109.816955,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3439,627,62,9.888357257,42,32.25806452,30.926829,113.885347,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3442,569,4,0.702987698,1,75,31.82216,112.710238,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3443,785,4,0.50955414,1,75,30.925216,113.588349,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3444,808,165,20.42079208,100,39.39393939,30.725578,112.839824,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3445,740,6,0.810810811,1,83.33333333,29.6665,113.329487,5,Other,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
3446,578,4,0.692041522,0,100,30.691979,113.943238,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3447,521,59,11.3243762,41,30.50847458,31.57971,113.115433,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3448,763,3,0.393184797,2,33.33333333,30.167878,113.345876,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3452,682,12,1.759530792,4,66.66666667,30.254048,114.571771,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3455,683,14,2.049780381,14,0,30.205647,113.846046,5,Other,5,Other,0,0.25,0.5,0.25,0,0.25,FALSE,Mixed
3457,821,8,0.974421437,0,100,30.479428,114.441717,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3458,710,4,0.563380282,2,50,31.062773,113.791446,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3460,686,4,0.583090379,1,75,30.287569,108.9049,3,Urban,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
3462,797,6,0.752823087,1,83.33333333,31.706189,113.357381,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3464,748,40,5.347593583,9,77.5,30.71412,114.353979,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3467,809,1,0.123609394,1,0,30.415972,112.858475,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3469,803,1,0.124533001,0,100,30.328291,114.606334,3,Urban,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
3470,733,7,0.954979536,0,100,31.265037,114.468486,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3474,659,148,22.45827011,94,36.48648649,29.936945,114.206491,4,Wetland,4,Wetland,0,0,0,1,0,0,FALSE,Mixed
3477,824,1,0.121359223,1,0,30.169848,114.668405,2,Cropland,2,Cropland,0,0.5,0.25,0,0.25,0.5,TRUE,Ag-dominated
3479,758,1,0.131926121,1,0,29.689218,112.635912,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3480,689,224,32.51088534,159,29.01785714,30.299189,112.519313,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3481,661,23,3.479576399,16,30.43478261,30.958605,114.772146,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3482,684,123,17.98245614,65,47.15447154,30.300442,114.134789,5,Other,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
3484,405,12,2.962962963,3,75,29.90909,113.688546,3,Urban,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
3487,337,1,0.296735905,0,100,31.170363,115.004703,3,Urban,3,Urban,0.5,0.25,0.25,0,0,0.75,TRUE,Urban-dominated
3491,732,27,3.68852459,11,59.25925926,30.020142,115.315117,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3492,593,33,5.564924115,16,51.51515152,31.121516,115.346493,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3493,603,5,0.829187396,1,80,32.653896,111.205815,5,Other,1,Natural vegetation,0,0,0.333333333,0,0.666666667,0,FALSE,Natural-dominated
3496,785,34,4.331210191,16,52.94117647,29.310533,112.849485,4,Wetland,4,Wetland,0,0,0.333333333,0.666666667,0,0,FALSE,Mixed
3497,284,2,0.704225352,0,100,29.254035,113.028626,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3500,716,8,1.117318436,5,37.5,29.248398,113.492368,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3501,634,61,9.621451104,16,73.7704918,29.457415,112.76546,2,Cropland,2,Cropland,0,0.75,0.25,0,0,0.75,TRUE,Ag-dominated
3506,729,12,1.646090535,5,58.33333333,26.82305,113.156194,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3508,790,8,1.012658228,5,37.5,29.4497926,113.14871,3,Urban,5,Other,0.25,0,0.75,0,0,0.25,FALSE,Mixed
3511,649,22,3.389830508,2,90.90909091,29.206544,112.515163,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3513,480,71,14.79166667,20,71.83098592,29.590311,112.238314,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3520,773,22,2.846054334,7,68.18181818,28.259883,113.008048,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3523,805,14,1.739130435,0,100,28.52605,112.150471,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
