file_name,median_hours,n_events,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_urban_2km,p_crop_2km,p_other_2km,p_wetland_2km,p_natural_2km,human_share,human_impacted,landuse_group
14209700,NA,0,45.14762079,-122.1531366,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
14209710,NA,0,45.16706506,-122.1561923,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
14210000,NA,0,45.29984346,-122.3539746,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
14211010,NA,0,45.3792874,-122.5773134,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
1427207,NA,0,41.86727778,-75.21375,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1427510,NA,0,41.75675,-75.0574167,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
14316460,NA,0,43.3059544,-122.5128232,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
14317450,NA,0,43.324563,-122.9997836,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1433005,NA,0,41.56727778,-74.78327778,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1433500,NA,0,41.4612222,-74.75877778,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1438500,NA,0,41.30916667,-74.79527778,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1454700,NA,0,40.6692656,-75.23628808,3,Urban,3,Urban,0.75,0,0,0,0.25,0.75,TRUE,Urban-dominated
1458500,NA,0,40.5261111,-75.065,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1465798,2,1,40.0569557,-74.9851603,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
14670261,NA,0,40.0385,-74.9936111,5,Other,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
1467042,NA,0,40.0897334,-75.0690517,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1467048,NA,0,40.0500115,-75.0326619,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1467086,NA,0,40.04261157,-75.1121191,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1467087,3.5,8,40.0159454,-75.0968411,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1467200,NA,0,39.946402,-75.1393603,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1473500,NA,0,40.11555556,-75.3561111,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1473900,2,11,40.1239987,-75.2198992,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1474000,NA,0,40.0152903,-75.2068343,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1474500,NA,0,39.9677908,-75.1885007,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1475530,NA,0,39.9747355,-75.2798924,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1475548,3,28,39.9327861,-75.2376361,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1477050,1,3,39.83677934,-75.36630199,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
1480617,NA,0,39.9617734,-75.8013341,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1480870,NA,0,39.9687191,-75.6732715,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1481000,NA,0,39.8698328,-75.5932623,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1481500,NA,0,39.7695,-75.5766944,3,Urban,3,Urban,0.666666667,0,0,0,0.333333333,0.666666667,TRUE,Urban-dominated
1484272,2,497,38.791,-75.25077778,1,Natural vegetation,2,Cropland,0,0.5,0,0.25,0.25,0.5,TRUE,Ag-dominated
1484525,2,80,38.59455556,-75.29102778,3,Urban,1,Natural vegetation,0,0,0.5,0,0.5,0,FALSE,Natural-dominated
1487165,NA,0,38.6863611,-75.6176944,2,Cropland,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
1491000,NA,0,38.99719444,-75.7858056,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
15008000,NA,0,56.025815,-130.0669823,1,Natural vegetation,1,Natural vegetation,0,0,0,0.25,0.75,0,FALSE,Natural-dominated
15015595,NA,0,56.2402062,-130.8819864,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
15024800,NA,0,56.7079243,-132.1319708,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
15041200,NA,0,58.53829828,-133.7017432,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
15319015,NA,0,41.71691667,-76.6668056,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1540008,NA,0,40.95399444,-76.4679944,5,Other,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
1542500,NA,0,41.11755906,-78.108896,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1544500,NA,0,41.47583829,-77.82580078,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1548030,NA,0,40.9804722,-77.48277778,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1549700,NA,0,41.273683,-77.32414028,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1552044,NA,0,54.15556,-1.349187,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1552046,3,11,53.77701,-1.505282,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1552048,11.5,82,53.75148,-1.42369,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1573208,NA,0,40.32223889,-76.6293944,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1573660,NA,0,40.1533333,-76.7555556,3,Urban,5,Other,0,0.25,0.5,0,0.25,0.25,FALSE,Mixed
1573684,NA,0,40.22519444,-76.55452778,2,Cropland,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
1573816,NA,0,39.87805556,-77.10077778,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1574000,1,3,40.0809008,-76.7180813,2,Cropland,2,Cropland,0,0.75,0.25,0,0,0.75,TRUE,Ag-dominated
1575598,NA,0,40.0522222,-76.6544444,3,Urban,2,Cropland,0,0.5,0.25,0,0.25,0.5,TRUE,Ag-dominated
1575900,NA,0,40.0628745,-76.5155214,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
1576007,NA,0,40.01416667,-76.5480556,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1576045,NA,0,39.94194444,-76.50027778,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1576381,NA,0,40.2710833,-76.3217222,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
1577500,NA,0,39.77260378,-76.3157919,1,Natural vegetation,2,Cropland,0,0.5,0.25,0,0.25,0.5,TRUE,Ag-dominated
1579550,NA,0,39.62605556,-76.15775,5,Other,1,Natural vegetation,0,0,0.25,0,0.75,0,FALSE,Natural-dominated
1584376,14,27,53.99151,-1.13211,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
1584377,NA,0,53.97311,-1.350507,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1594441,NA,0,38.9468333,-76.69488889,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
1608500,NA,0,39.44703879,-78.6541817,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1611500,3,1,39.5823158,-78.3097312,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
163287828,NA,0,38.56496944,-78.7155028,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
1632900,NA,0,38.69345016,-78.6427935,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1633000,NA,0,38.74567048,-78.6389042,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
1634000,NA,0,38.9767759,-78.3361152,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1638500,NA,0,39.2735833,-77.5431111,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1643580,NA,0,39.2633972,-77.4357417,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
1645704,NA,0,38.88469518,-77.3324293,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
1645762,NA,0,38.90888916,-77.3382627,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
164578734,NA,0,38.9296611,-77.34113889,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
164579522,4,4,38.9256,-77.32933889,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1646000,2,2,38.97594346,-77.24581439,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
1646305,NA,0,38.95977716,-77.1756743,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
1649190,NA,0,39.0333611,-76.96402778,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1649500,3,29,38.96025,-76.9259722,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1650800,NA,0,38.9862222,-77.0048611,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1654000,NA,0,38.81289066,-77.2283158,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1654107,NA,0,38.8246,-77.2667,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1654500,2,3,38.81358508,-77.2364549,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1654670,NA,0,38.7751822,-77.20324308,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1656903,3,23,38.8823899,-77.4319047,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
1668000,NA,0,38.30846178,-77.52915268,1,Natural vegetation,3,Urban,0.5,0.25,0,0,0.25,0.75,TRUE,Urban-dominated
16701405,NA,0,38.139,-78.00673889,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1670200,2,7,38.1545801,-77.9502747,1,Natural vegetation,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
1673000,NA,0,37.76764189,-77.3322018,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1674500,NA,0,37.88388889,-77.16527778,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2035000,NA,0,37.67097957,-78.0858328,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
204001,NA,0,-29.978146,152.725685,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
204025,12,27,-30.2528,153.0333,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2041650,NA,0,37.2251505,-77.475263,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
205373035,NA,0,37.1870833,-80.1519167,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
205373075,NA,0,37.1913611,-80.1440833,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
205373228,NA,0,37.1731111,-80.1350833,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
205373422,NA,0,37.16475,-80.1413611,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
205450393,NA,0,37.23430556,-80.19975,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
205450495,NA,0,37.2337222,-80.1967778,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2054550,NA,0,37.27818976,-80.105041,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2054750,NA,0,37.27155556,-80.00788889,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
205551460,NA,0,37.27794444,-79.9375556,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
205551614,NA,0,37.27788889,-79.9093611,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
