gauge_id,mean_intensity,UPLAND_SKM,ORD_STRA,ele_mt_cav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,wet_pc_ug2,for_pc_use,crp_pc_use,ppd_pk_uav,rdd_mk_uav,hdi_ix_cav,DO_P25,WT_p75,Q_p25,daylength_median,daylength_p75,solar_p75
Stour_Wixoe,1.149823743,181.2,2,72,15,92,558,83,0,0,74,204.331,1300,906,8.34,16.48,0.274776861,12.65611111,15.36819444,16.65
TE03,2.824986517,23.7,1,133,28,88,754,120,0,2,25,29.571,512,894,10.41015087,8.90125,0.157550491,9.4025,11.83340278,8.6
TE05,2.625926206,138.9,2,80,18,88,751,120,0,0,20,110.232,765,894,0.318668257,13.925,0.138951212,10.38027778,13.90666667,11.755
TE09,2.43158613,192.4,2,66,16,88,739,118,0,0,21,97.222,754,894,0.524109195,12.508125,0.741412044,10.52,13.62333333,10.82
TE16,2.638814393,42.9,1,135,22,88,772,123,0,0,17,47.147,937,894,10.32096694,10.055,0.074111549,9.589305556,12.10111111,9.065
TE20,2.4946748,29.4,2,64,16,87,707,113,0,0,36,27.046,529,894,10.42348788,11.8225,0.042533437,11.60333333,14.30027778,13.265
TE22,2.079715459,138.9,2,80,18,88,751,120,0,0,20,110.232,765,894,7.559878713,13.98,0.111678693,12.86805556,15.65,15.3
Thames_Taplow,2.808571429,6874.6,5,43,20,95,678,99,0,0,56,323.264,1384,941,10.49,13.188125,28.62918186,12.75888889,15.36263889,17.25
Toranche aval,1.197597842,89.7,2,405,41,100,778,90,0,1,29,55.457,975,930,4.008125,16.7775,0.025936481,11.66291667,13.76493056,19.4975
Toranche St Cyr les Vignes,1.405671783,89.7,2,405,41,100,778,90,0,1,29,55.457,975,930,6.855,17.535,0.02381334,12.27416667,14.28291667,22.075
Trout Beck_ Calgaith,2.808571429,30.2,2,212,129,72,1230,212,9,2,3,40.202,359,901,10.49,13.188125,4.371571779,12.83416667,15.75277778,15.195
