gauge_id,mean_intensity,UPLAND_SKM,ORD_STRA,ele_mt_cav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,wet_pc_ug2,for_pc_use,crp_pc_use,urb_pc_use,ppd_pk_uav,rdd_mk_uav,hdi_ix_cav,DO_P25,WT_median,WT_mean,WT_p75,Q_median,Q_p25,daylength_median,daylength_p75,solar_median,solar_p75
A4261139,1.676135644,51.1,1,239,42,147,593,49,0,0,23,0,7.377,282,950,0.67,14.1,14.38867977,17.8,0.011787564,0.001633479,12.15625,13.69833333,16.51,24.415
A4261168,0.93619647,759142.8,9,25,18,175,570,40,4,18,13,0,2.588,133,950,8.487406855,18.07126376,18.39870248,23.38833333,307.5340576,239.8147316,12.09986111,13.58472222,18.025,26.0975
A4261173,1.113542293,618.7,3,52,38,146,571,46,0,2,21,3,39.56,288,950,1.4109375,21.769375,21.81776859,23.1246875,0.066122904,0.041131549,14.45305556,14.51375,28.36,30.13
A4261224,0.420831727,34.4,1,33,6,173,255,17,94,0,0,0,0.008,95,950,8.171968107,19.89717085,19.39016713,24.05798183,0.016186841,0.005923134,12.40486111,13.78875,19.97,27.3
A4261255,1.139127889,62,1,28,8,170,259,18,84,4,12,0,14.036,268,950,10.41546604,13.84645834,15.33252665,18.55072917,6.69E-05,2.76E-06,10.47944444,11.70208333,11.35,17.875
A4261263,0.430517142,760403.6,9,31,18,175,569,40,4,18,13,0,2.61,133,950,8.374166667,18.82082624,18.6935854,23.49848849,308.1901855,231.5677643,11.91416667,13.55944444,17.16,25.68
A4261264,0.592697788,62,1,28,8,170,259,18,84,4,12,0,14.036,268,950,3.424270834,16.00729167,16.42242783,19.66052083,7.02E-05,4.31E-06,11.20083333,12.51305556,14.09,20.86
A4261265,0.767277911,760023.6,9,30,18,175,570,40,4,18,13,0,2.603,133,950,2.107239279,19.77514515,19.71683661,20.00853468,309.4271393,220.7429657,11.91013889,13.68340278,17.025,25.92
A4261270,1.515773344,33.7,1,30,4,172,264,18,63,21,98,0,18.431,249,950,11.07208333,16.25375,17.6209669,19.84166667,298.8653259,227.2075958,11.14861111,12.96833333,13.6,21.72
A4261271,2.700002845,33.7,1,30,4,172,264,18,63,21,98,0,18.431,249,950,0.1,20.73604167,20.96801109,23.611875,1185.217896,769.2543945,14.39111111,14.42611111,26.65,32.19
A5011036,1.591586872,110.1,2,154,54,148,747,72,0,47,12,0,3.79,202,950,0.2425,18.40625,17.66834234,19.8140625,0.020808756,0.006678211,13.26416667,14.20444444,20.47,27.01
A5011038,1.998324289,196.1,2,69,52,149,718,70,0,27,10,1,11.246,223,950,0.16,23,22.54487587,24.6,0.037233032,0.019171551,13.50305556,14.40888889,20.69,27.5
Caversham,0.226691729,26.1,1,109,19,96,712,102,0,3,42,15,520.136,2959,941,7.1,11.6,11.53457006,13,25.44855309,15.76743507,12.43083333,15.27361111,9.33,16.355
Charpassonne la Valette,1.091636029,54.6,1,629,80,92,821,100,0,12,7,0,67.597,1121,930,7.471875,14.2475,14.08357704,17.62125,0.084226452,0.013693215,12.27472222,14.29041667,14.4,22.075
Charpassonne Moulin de Ronzy,0.3321875,54.6,1,629,80,92,821,100,0,12,7,0,67.597,1121,930,7.415,13.1975,13.0654468,16.1975,0.084226452,0.013693215,12.275,14.29194444,14.4,22.075
Doise,1.384627332,28.2,1,558,63,97,801,95,0,0,14,0,53.806,886,930,7.05625,13.7,13.76904991,16.88,0.027214665,0.006501594,12.38083333,14.33416667,14.58,22.225
FP01,2.58876085,31.3,1,54,18,101,775,109,0,39,20,9,62.48,1232,921,0.120257215,11.075,11.40229981,13.45,0.532357633,0.237039968,12.33305556,15.04069444,9.91,18.385
