file_name,latitude,longitude
2311,23.064736,113.512709
2341,22.335273,113.448344
2319,24.347717,113.855428
6429,24.7013,115.1788
2343,22.529583,113.447543
3030,23.778596,114.629071
2344,24.487936,115.497302
3916,22.753253,114.616256
2333,22.54716,112.97655
2329,23.015018,114.4862
2307,23.241268,114.156364
6427,23.4143,114.6263
2320,23.177386,114.458742
2324,23.711524,113.217941
2308,22.800286,114.92215
2325,21.959607,111.675334
2340,22.997112,112.424484
3915,22.772049,114.658608
3908,22.694765,114.345859
3911,22.625011,114.021759
3047,26.040433,119.30373
3040,21.833564,112.661708
3016,21.615819,111.95378
3011,23.658045,112.992758
2187,24.067389,116.364039
2309,23.447464,116.554572
2345,23.572236,116.392179
3909,23.666268,116.667781
3918,23.115118,116.355037
3046,22.144068,110.986244
3043,22.917427,114.213266
3033,21.518345,110.66572
3045,21.914394,110.800196
3019,23.123124,113.804508
2313,23.083921,111.396813
2334,23.686789,116.887764
3914,22.552676,112.007501
3051,22.819872,114.198587
6428,24.6456,116.5965
3910,22.462587,112.742789
2304,22.979087,115.832299
6254,23.6832,113.0691
2178,23.6834229,113.0676568
2328,22.718191,111.271433
2335,21.613011,110.266806
3023,23.455017,116.716879
2331,23.488427,116.777142
2339,23.471058,113.183855
2312,22.341973,113.359214
3037,23.216101,116.624073
2306,22.238874,112.720441
3012,23.663332,117.010667
3036,22.909763,115.33408
2338,22.930987,115.609849
3014,22.888408,115.670252
2310,25.435996,113.181084
3052,23.406813,113.459421
3010,22.63393,114.426587
2305,24.59357,116.31529
2166,25.3024,114.655597
2337,22.599575,112.128586
2317,22.775054,115.038462
2302,24.858987,112.309585
3038,22.504472,114.620918
6425,22.5077,114.0357
3018,21.788581,111.940695
3034,22.548277,114.144205
3025,23.624911,116.084536
3024,21.817654,112.20793
3022,23.6177,114.043419
2336,23.072242,112.153685
3017,23.557082,113.573502
2301,24.750105,113.790692
3021,21.426139,110.797865
6426,21.4314,110.7946
3039,21.704117,110.314917
3054,22.043911,110.84747
3029,23.031892,115.691944
3027,21.912125,110.292455
3048,21.899485,111.599009
3050,21.29799,110.310359
6486,21.3002,110.3065
3015,20.874187,110.065695
3041,22.928083,114.111006
2321,23.296456,112.985654
2186,24.047347,113.779963
2316,23.43983,111.73678
2342,22.732501,112.224538
2323,22.885302,111.995442
3013,23.103511,113.299762
2322,22.5278286,113.2008883
3053,22.081743,113.268814
3026,22.185259,113.320854
3028,22.354748,113.277283
3917,22.184873,113.416799
3042,22.202501,113.529852
2361,23.987209,106.6086
3065,24.841618,109.086756
3086,23.265396,106.626888
6431,22.9472,106.5182
3060,23.760171,106.713662
3090,23.750608,109.204224
3067,21.49836,109.487331
3062,22.62867,110.154484
2346,21.66039,109.136571
3058,21.859164,109.314957
3080,21.661164,109.187354
2355,22.853146,106.72843
3083,22.658889,107.052149
3057,22.32444,107.00286
6259,22.2183,106.7032
2349,22.2165526,106.7065555
6258,22.4671,106.5805
2353,22.4645798,106.6125759
3071,22.406804,107.157188
3074,22.614994,107.620837
3082,21.478081,109.088091
2368,21.5379255,107.961648
3076,21.570177,107.945238
3069,21.755239,108.341088
3055,22.902323,108.729323
2366,23.466327,110.1675757
6257,23.4832,110.166
2359,23.421211,110.539833
2362,23.787609,106.821007
3921,26.23545,110.741813
3073,23.878907,109.370345
3085,24.7709036,110.497554
2347,25.940862,109.873784
2352,23.379547,106.180563
2348,24.204279,110.156699
2357,24.507607,108.884472
2370,24.965173,107.548562
3070,24.008638,111.73259
3068,23.828315,111.789524
3081,24.328632,111.661029
2367,25.304837,110.177191
3066,23.712343,107.344794
2364,23.850452,109.516111
2365,23.51852,108.129669
2350,23.494393,109.736549
2358,25.225332,108.407467
3088,24.441674,109.294024
2371,25.414973,109.543408
2360,24.902747,110.517916
2356,25.185404,109.414808
3064,23.496188,111.315001
6255,22.7836,108.1264
3061,23.527328,108.095434
2351,22.7818691,108.1314675
2354,23.556576,110.390755
3077,23.677842,109.691139
3087,23.271717,107.640959
3063,24.412143,109.45227
3056,23.297972,109.233416
3089,23.19284,109.147307
3079,21.857575,108.464468
3091,22.821797,108.367836
3084,21.952482,108.629303
